icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
a3ca43,UPS5328 ,United States,1739497724.0,1739497724,-79.8588,27.9173,4183.38,False,184.43,188.02,0.0,,4442.46,3254.0,False,0,2025-02-13 20:48:50
8880e9,VJC869  ,Viet Nam,1739497724.0,1739497724,121.4723,22.8399,10355.58,False,216.5,214.94,0.0,,11026.14,7117.0,False,0,2025-02-13 20:48:50
8880e7,HVN19   ,Viet Nam,1739497723.0,1739497724,44.695,40.718,12192.0,False,230.46,279.38,0.33,,12016.74,7005.0,False,0,2025-02-13 20:48:50
8880e3,HVN311  ,Viet Nam,1739497724.0,1739497724,136.0449,34.8228,11582.4,False,171.19,252.87,-0.33,,11826.24,6122.0,False,0,2025-02-13 20:48:50
a1c9b8,JRE214  ,United States,1739497724.0,1739497724,-83.0993,28.775,13716.0,False,232.39,156.1,0.33,,14264.64,7021.0,False,0,2025-02-13 20:48:50
ae045d,RAWHD50 ,United States,1739497565.0,1739497585,-117.2182,32.702,3383.28,False,3.09,118.12,,,,4665.0,False,0,2025-02-13 20:48:50
ad8155,N97AJ   ,United States,1739497724.0,1739497724,-84.5387,34.0967,12192.0,False,216.63,349.46,0.0,,12519.66,6605.0,False,0,2025-02-13 20:48:50
c01e29,NOJ85   ,Canada,1739497723.0,1739497724,-79.9955,41.3693,10363.2,False,175.77,188.41,-0.33,,10134.6,533.0,False,0,2025-02-13 20:48:50
e493c5,AZU4070 ,Brazil,1739497723.0,1739497723,-48.1896,-1.8898,3870.96,False,178.19,331.36,-8.78,,4084.32,,False,0,2025-02-13 20:48:50
a2b176,UAL1425 ,United States,1739497724.0,1739497724,-82.1108,29.3296,10668.0,False,218.05,187.73,0.0,,11201.4,4012.0,False,0,2025-02-13 20:48:50
c01e28,ACA153  ,Canada,1739497585.0,1739497605,-84.7645,47.391,9753.6,False,205.6,308.91,0.33,,9098.28,6322.0,False,0,2025-02-13 20:48:50
a0a9d6,UCA4874 ,United States,1739497723.0,1739497723,-77.6499,39.739,2971.8,False,150.55,167.77,0.0,,2903.22,7433.0,False,0,2025-02-13 20:48:50
780cb7,CCA1321 ,China,1739497722.0,1739497722,114.1098,39.1526,11620.5,False,215.81,195.63,-0.33,,11483.34,,False,0,2025-02-13 20:48:50
ad2aea,ASA297  ,United States,1739497724.0,1739497724,-102.6856,36.906,9753.6,False,211.66,243.43,0.0,,9906.0,7504.0,False,0,2025-02-13 20:48:50
780cad,CES2561 ,China,1739497724.0,1739497724,121.7852,25.5202,9144.0,False,201.07,214.79,0.0,,9662.16,,False,0,2025-02-13 20:48:50
a56acc,N44806  ,United States,1739497179.0,1739497501,-97.688,33.3068,1424.94,False,40.85,253.16,-4.55,,1531.62,,False,0,2025-02-13 20:48:50
86e058,TZP95   ,Japan,1739497718.0,1739497723,138.6378,33.0492,12184.38,False,190.68,226.53,-0.33,,12557.76,3711.0,False,0,2025-02-13 20:48:50
a5baa2,MRA655  ,United States,,1739497724,,,,False,80.52,257.83,-0.33,,,,False,0,2025-02-13 20:48:50
ae5ded,C2014   ,United States,1739497470.0,1739497470,-154.0532,57.2255,8084.82,False,167.87,67.29,-7.15,,7711.44,,False,0,2025-02-13 20:48:50
ae5dee,C2015   ,United States,1739497720.0,1739497720,-76.1386,36.2597,30.48,False,56.13,272.63,-2.6,,76.2,3300.0,False,0,2025-02-13 20:48:50
c01e1f,FLE1600 ,Canada,1739497724.0,1739497724,-79.8897,26.4541,2834.64,False,151.65,203.17,-7.8,,3040.38,4031.0,False,0,2025-02-13 20:48:50
86e057,JA851H  ,Japan,1739497723.0,1739497724,139.4422,35.5677,236.22,False,29.26,349.88,0.33,,297.18,1200.0,False,0,2025-02-13 20:48:50
a0e607,AAL566  ,United States,1739497724.0,1739497724,-93.6293,36.9483,10660.38,False,257.17,34.9,0.0,,10782.3,3540.0,False,0,2025-02-13 20:48:50
c010ea,ACA1086 ,Canada,1739497716.0,1739497721,-79.6344,43.6918,99.06,True,0.0,45.0,,,,2271.0,False,0,2025-02-13 20:48:50
76cd46,SIA27   ,Singapore,1739497723.0,1739497723,141.726,35.7366,10972.8,False,192.61,222.51,0.0,,10980.42,3625.0,False,0,2025-02-13 20:48:50
8832b5,TLM824  ,Thailand,1739497723.0,1739497724,100.0446,13.573,5242.56,False,199.57,195.4,10.73,,5547.36,,False,0,2025-02-13 20:48:50
15204b,SVR2954 ,Russian Federation,1739497478.0,1739497722,61.9583,55.2466,9928.86,False,201.9,340.96,-11.7,,9593.58,,False,0,2025-02-13 20:48:50
abeb7c,SWA3186 ,United States,1739497724.0,1739497724,-103.7791,40.2069,6705.6,False,175.93,255.44,0.0,,6736.08,3706.0,False,0,2025-02-13 20:48:50
8832b0,TLM100  ,Thailand,1739497724.0,1739497724,100.8018,13.1916,6682.74,False,221.29,148.31,10.73,,7078.98,,False,0,2025-02-13 20:48:50
a07c72,N130NW  ,United States,1739497496.0,1739497498,-83.5193,40.2811,449.58,False,64.72,126.6,-2.93,,541.02,5352.0,False,0,2025-02-13 20:48:50
8832b1,TLM704  ,Thailand,1739497423.0,1739497423,10.6087,13.9231,,True,5.66,28.12,,,,,False,0,2025-02-13 20:48:50
a1afec,MXY9208 ,United States,1739497723.0,1739497724,-75.7383,37.6731,10058.4,False,294.86,38.27,0.0,,10279.38,7051.0,False,0,2025-02-13 20:48:50
a2396e,SWA3470 ,United States,1739497724.0,1739497724,-81.3626,29.9204,10386.06,False,240.05,357.05,6.5,,10881.36,3076.0,False,0,2025-02-13 20:48:50
152058,SVR623  ,Russian Federation,1739497724.0,1739497724,86.2263,56.3788,11590.02,False,197.04,270.6,0.0,,10805.16,,False,0,2025-02-13 20:48:50
7c175a,EWC     ,Australia,1739497724.0,1739497724,116.1068,-32.3913,1021.08,False,47.38,138.52,-0.65,,1059.18,1200.0,False,0,2025-02-13 20:48:50
7c77f5,QFA439  ,Australia,1739497724.0,1739497724,149.2625,-35.4315,11125.2,False,200.02,232.63,0.0,,11666.22,7063.0,False,0,2025-02-13 20:48:50
a033f9,DAL369  ,United States,1739497723.0,1739497724,-112.7075,34.6844,10073.64,False,200.1,251.1,-6.83,,10248.9,2367.0,True,0,2025-02-13 20:48:50
a5cf19,UAL1296 ,United States,1739497724.0,1739497724,-76.5921,36.0971,10972.8,False,181.06,198.38,0.0,,11285.22,150.0,False,0,2025-02-13 20:48:50
780d3e,CSN384  ,China,1739497724.0,1739497724,92.4084,22.338,11277.6,False,291.67,81.68,0.0,,11826.24,371.0,False,0,2025-02-13 20:48:50
e4948b,AZU4302 ,Brazil,1739497724.0,1739497724,-46.2081,-14.6189,11582.4,False,214.46,235.85,0.0,,12291.06,,False,0,2025-02-13 20:48:50
a22669,MXY526  ,United States,1739497723.0,1739497723,-100.149,38.5911,10972.8,False,183.55,259.67,0.0,,11049.0,7325.0,False,0,2025-02-13 20:48:50
781430,HXA4877 ,China,1739497722.0,1739497723,117.4566,24.1388,4206.24,False,158.45,270.37,-0.33,,4411.98,2115.0,False,0,2025-02-13 20:48:50
781437,,China,,1739497723,,,9448.8,False,345.87,83.51,-0.33,,9639.3,4403.0,False,0,2025-02-13 20:48:50
a8847f,RPA3433 ,United States,1739497723.0,1739497723,-87.5587,42.0048,1051.56,False,101.01,263.27,0.33,,1097.28,7026.0,False,0,2025-02-13 20:48:50
a9f471,TIV740  ,United States,1739497723.0,1739497724,-96.7321,44.2844,13716.0,False,189.72,273.73,-0.33,,13426.44,2344.0,False,0,2025-02-13 20:48:50
c0737c,WJA2171 ,Canada,1739497723.0,1739497724,-90.0223,27.7231,10972.8,False,236.97,357.01,0.0,,11498.58,,False,0,2025-02-13 20:48:50
02a181,TAR705  ,Tunisia,1739497722.0,1739497723,5.864,36.7035,10355.58,False,220.25,265.85,0.0,,10439.4,,False,0,2025-02-13 20:48:50
a2d6a2,ENY3491 ,United States,1739497724.0,1739497724,-89.8225,43.9503,9753.6,False,188.49,303.08,0.33,,9372.6,5524.0,False,0,2025-02-13 20:48:50
a99d89,AAL38   ,United States,1739497715.0,1739497721,-79.3404,26.3051,6454.14,False,240.08,37.95,8.78,,6865.62,3532.0,False,0,2025-02-13 20:48:50
a03fff,AAL1529 ,United States,1739497723.0,1739497723,-103.2065,39.0566,8374.38,False,206.39,295.86,-4.88,,8481.06,2223.0,False,0,2025-02-13 20:48:50
8832cb,,Thailand,,1739497722,,,,False,1.29,233.44,,,,,False,0,2025-02-13 20:48:50
8832cc,TLM703  ,Thailand,1739497671.0,1739497672,100.4006,10.1397,9753.6,False,226.94,1.43,0.33,,10408.92,,False,0,2025-02-13 20:48:50
780d4a,AMU165  ,China,1739497723.0,1739497723,117.3205,24.0036,9174.48,False,206.56,215.47,0.0,,9707.88,3364.0,False,0,2025-02-13 20:48:50
a99d87,ASA503  ,United States,1739497724.0,1739497724,-122.3179,47.4715,327.66,False,78.2,180.75,-5.85,,175.26,2161.0,False,0,2025-02-13 20:48:50
a47934,N388C   ,United States,1739497723.0,1739497724,-83.9848,33.4338,944.88,False,43.77,246.45,0.0,,1021.08,,False,0,2025-02-13 20:48:50
863b98,        ,Japan,1739497722.0,1739497723,137.0727,35.1853,556.26,False,68.77,141.07,0.33,,617.22,5751.0,False,0,2025-02-13 20:48:50
a9a4e2,JIA5440 ,United States,1739497724.0,1739497724,-80.6608,39.4419,11277.6,False,300.49,99.56,-0.98,,11247.12,2151.0,False,0,2025-02-13 20:48:50
a9da34,N734DB  ,United States,1739497724.0,1739497724,-85.4255,33.7611,11879.58,False,199.01,158.94,0.0,,12230.1,765.0,False,0,2025-02-13 20:48:50
a2d6a9,AAY9205 ,United States,1739497724.0,1739497724,-83.2787,34.0558,11582.4,False,217.4,335.98,-0.33,,11948.16,1677.0,False,0,2025-02-13 20:48:50
780d63,CHH735  ,China,1739497723.0,1739497723,88.4511,22.6159,11582.4,False,187.35,261.31,0.0,,12138.66,4516.0,False,0,2025-02-13 20:48:50
a0df3c,VTE3306 ,United States,1739497724.0,1739497724,-111.9197,33.4345,1333.5,False,126.68,87.44,8.13,,1363.98,,False,0,2025-02-13 20:48:50
a87196,NKS556  ,United States,1739497723.0,1739497724,-110.7179,35.961,11666.22,False,259.01,87.5,3.58,,11788.14,352.0,False,0,2025-02-13 20:48:50
76cd71,SIA322  ,Singapore,1739497723.0,1739497724,42.7965,40.0668,11582.4,False,232.71,265.56,0.0,,11384.28,2230.0,False,0,2025-02-13 20:48:50
750338,XAX505  ,Malaysia,1739497554.0,1739497613,120.5175,21.7363,11887.2,False,219.42,219.1,0.0,,12626.34,7167.0,False,0,2025-02-13 20:48:50
a789bc,DAL1123 ,United States,1739497723.0,1739497724,-83.6153,36.4862,10668.0,False,229.13,163.03,0.0,,10850.88,1067.0,False,0,2025-02-13 20:48:50
a8e78e,TWY34   ,United States,1739497648.0,1739497719,-115.4538,38.6505,,False,205.16,254.88,-0.65,,,,False,0,2025-02-13 20:48:50
a1c9cd,EJA214  ,United States,1739497559.0,1739497559,-80.2187,27.1756,,True,0.0,295.31,,,,3003.0,False,0,2025-02-13 20:48:50
a70f11,JBU2934 ,United States,1739497724.0,1739497724,-79.2839,35.5513,10972.8,False,282.01,38.33,0.0,,11315.7,1351.0,False,0,2025-02-13 20:48:50
a02cf1,RPA4580 ,United States,1739497723.0,1739497723,-73.4931,40.5226,883.92,False,74.73,300.63,-0.65,,853.44,7300.0,False,0,2025-02-13 20:48:50
75033d,AK45    ,Malaysia,1739497723.0,1739497723,101.1872,3.0267,4145.28,False,182.98,314.89,12.35,,4404.36,,False,0,2025-02-13 20:48:50
a99d8d,XSR719  ,United States,1739497724.0,1739497724,-81.4243,28.3946,1615.44,False,108.55,179.73,-5.53,,1744.98,6335.0,False,0,2025-02-13 20:48:50
a153c1,FDX3704 ,United States,1739497724.0,1739497724,-115.9255,45.3093,11582.4,False,220.68,275.48,-0.33,,11330.94,,False,0,2025-02-13 20:48:50
a789b4,JIA5598 ,United States,1739497559.0,1739497565,-91.1633,30.5192,-45.72,False,65.87,43.42,-3.9,,53.34,3444.0,False,0,2025-02-13 20:48:50
a669dc,N512LE  ,United States,1739497723.0,1739497724,-95.6379,29.7859,129.54,False,57.34,260.71,-0.98,,213.36,1200.0,False,0,2025-02-13 20:48:50
780d75,CXA804  ,China,1739497723.0,1739497724,143.8177,-36.4147,10005.06,False,221.9,341.9,9.75,,10294.62,1406.0,False,0,2025-02-13 20:48:50
a35949,JBU451  ,United States,1739497723.0,1739497724,-76.4475,36.832,10972.8,False,162.78,222.31,0.0,,11239.5,3503.0,False,0,2025-02-13 20:48:50
a21f57,FFT1288 ,United States,1739497723.0,1739497723,-82.7417,30.7042,8846.82,False,266.0,8.79,0.0,,9288.78,3327.0,False,0,2025-02-13 20:48:50
a8d46a,UAL1667 ,United States,1739497723.0,1739497724,-89.4426,40.6786,8229.6,False,240.57,41.36,-1.3,,8077.2,6121.0,False,0,2025-02-13 20:48:50
8965c3,FDB1782 ,United Arab Emirates,1739497609.0,1739497619,49.7788,32.4435,11277.6,False,245.97,144.45,0.0,,11437.62,,False,0,2025-02-13 20:48:50
a0d319,N152RE  ,United States,1739497711.0,1739497724,-97.0444,33.451,9235.44,False,51.54,266.57,0.0,,9304.02,,False,0,2025-02-13 20:48:50
a39fb1,UAL2304 ,United States,1739497717.0,1739497720,-116.5853,33.931,1645.92,False,141.99,0.21,31.21,,1607.82,,False,0,2025-02-13 20:48:50
a88467,QXE2010 ,United States,1739497724.0,1739497724,-122.2779,47.7748,1668.78,False,114.24,271.29,0.33,,1455.42,,False,0,2025-02-13 20:48:50
a0d374,AAL2221 ,United States,1739497723.0,1739497723,-112.224,34.8157,8534.4,False,199.63,269.11,0.0,,8679.18,1365.0,False,0,2025-02-13 20:48:50
a941b2,N696HC  ,United States,1739497724.0,1739497724,-104.7953,39.917,11209.02,False,276.5,76.22,6.83,,11247.12,1700.0,False,0,2025-02-13 20:48:50
ac870e,N906SH  ,United States,1739497513.0,1739497526,-96.6623,47.2402,685.8,False,82.73,21.14,0.0,,678.18,401.0,False,0,2025-02-13 20:48:50
a74a5a,SWA3951 ,United States,1739497709.0,1739497716,-82.2279,30.7293,7924.8,False,215.92,185.19,0.0,,8328.66,6651.0,False,0,2025-02-13 20:48:50
c06022,WJA1866 ,Canada,1739497724.0,1739497724,-116.8734,50.5838,11490.96,False,219.62,235.3,2.6,,11140.44,,False,0,2025-02-13 20:48:50
a4ea7f,,United States,1739497541.0,1739497541,-87.8988,41.9722,,True,6.94,253.12,,,,,False,0,2025-02-13 20:48:50
a45338,N378TM  ,United States,1739497724.0,1739497724,-86.1163,32.0496,12192.0,False,190.75,312.81,0.0,,12626.34,1363.0,False,0,2025-02-13 20:48:50
89409c,GFA045  ,Bahrain,1739497724.0,1739497724,29.9231,40.9281,4693.92,False,177.91,273.98,-12.68,,4732.02,,False,0,2025-02-13 20:48:50
a691f0,N522SD  ,United States,1739497724.0,1739497724,-96.6072,43.4653,1196.34,False,54.21,170.72,-2.6,,1196.34,,False,0,2025-02-13 20:48:50
a46665,N38291  ,United States,1739497720.0,1739497723,-97.3369,33.0882,472.44,False,48.79,75.96,-0.98,,563.88,,False,0,2025-02-13 20:48:50
a47991,XFL636  ,United States,1739497724.0,1739497724,-80.5972,26.0067,647.7,False,109.5,174.88,-5.85,,746.76,3714.0,False,0,2025-02-13 20:48:50
a834f0,N628LA  ,United States,1739497723.0,1739497723,-111.7935,33.246,1059.18,False,57.95,196.5,0.65,,1066.8,,False,0,2025-02-13 20:48:50
a82dfb,QXE2046 ,United States,1739497642.0,1739497642,-121.1489,44.8252,3718.56,False,124.26,152.37,-5.2,,3558.54,,False,0,2025-02-13 20:48:50
85dee8,ANA981  ,Japan,1739497724.0,1739497724,133.6878,34.552,6088.38,False,185.49,252.57,-0.33,,6141.72,7353.0,False,0,2025-02-13 20:48:50
a1ec6e,JRE223  ,United States,1739497723.0,1739497724,-80.8426,28.7641,6705.6,False,183.34,156.17,0.0,,7086.6,2441.0,False,0,2025-02-13 20:48:50
aa1a87,MJS7502 ,United States,1739497724.0,1739497724,-74.285,40.8164,2087.88,False,100.36,271.76,26.01,,2049.78,2315.0,False,0,2025-02-13 20:48:50
a403af,N358MY  ,United States,1739497697.0,1739497709,-79.7206,-8.2015,14325.6,False,258.57,145.46,0.33,,15003.78,4221.0,False,0,2025-02-13 20:48:50
a2cffc,SWA9012 ,United States,1739497724.0,1739497724,-76.3988,39.1052,4099.56,False,200.16,70.17,17.88,,4030.98,530.0,False,0,2025-02-13 20:48:50
a1a3cc,JBU1002 ,United States,1739497645.0,1739497645,-78.3492,29.9544,11292.84,False,249.05,21.96,0.33,,11826.24,6055.0,False,0,2025-02-13 20:48:50
c010a8,ACA549  ,Canada,1739497724.0,1739497724,-81.4935,42.7175,11582.4,False,209.42,277.06,-0.33,,11292.84,2324.0,False,0,2025-02-13 20:48:50
748016,MEA435  ,Lebanon,1739497723.0,1739497723,47.2156,28.0023,10050.78,False,199.13,289.0,-0.33,,10347.96,,False,0,2025-02-13 20:48:50
a9ed53,JRE739  ,United States,1739497723.0,1739497723,-90.1804,31.533,13716.0,False,240.16,102.37,0.0,,14081.76,3617.0,False,0,2025-02-13 20:48:50
a0d36d,UPS2994 ,United States,1739497724.0,1739497724,-117.7089,47.49,1363.98,False,90.92,10.1,-0.65,,1219.2,,False,0,2025-02-13 20:48:50
ab673c,N834AF  ,United States,1739497723.0,1739497723,-79.8151,28.1516,4206.24,False,179.27,185.27,-12.03,,4457.7,3400.0,False,0,2025-02-13 20:48:50
ab540d,UAL2212 ,United States,1739497724.0,1739497724,-74.5987,40.6861,1767.84,False,127.53,11.4,0.0,,1691.64,7102.0,False,0,2025-02-13 20:48:50
750324,AXM1573 ,Malaysia,1739497723.0,1739497723,105.143,-0.9061,10668.0,False,226.29,155.42,0.0,,11391.9,2656.0,False,0,2025-02-13 20:48:50
a81abe,JBU259  ,United States,1739497724.0,1739497724,-74.5034,38.9404,10363.2,False,165.01,209.92,0.0,,10538.46,3542.0,False,0,2025-02-13 20:48:50
4afbb4,SWK8    ,Sweden,1739497723.0,1739497723,17.9149,59.6372,,True,9.26,244.69,,,,,False,0,2025-02-13 20:48:50
152025,AFL1482 ,Russian Federation,1739497724.0,1739497724,87.2892,57.2479,10058.4,False,242.03,116.78,-0.33,,9296.4,,False,0,2025-02-13 20:48:50
7c045d,JST459  ,Australia,1739497724.0,1739497724,152.0331,-30.0622,10363.2,False,210.07,201.85,0.0,,11010.9,1116.0,False,0,2025-02-13 20:48:50
a45f64,DAL1223 ,United States,1739497723.0,1739497723,-90.6503,32.1795,10675.62,False,273.63,82.22,0.0,,11041.38,,False,0,2025-02-13 20:48:50
c010cb,ACA424  ,Canada,1739497724.0,1739497724,-77.6884,44.0026,8412.48,False,259.95,67.55,5.53,,7985.76,6355.0,False,0,2025-02-13 20:48:50
c80ac6,ZKDWX   ,New Zealand,1739497429.0,1739497429,175.0915,-40.6896,2667.0,False,55.29,45.0,2.6,,2735.58,,False,0,2025-02-13 20:48:50
ac872f,PKW977  ,United States,1739497495.0,1739497495,-120.9744,37.6374,190.5,False,70.51,125.2,-3.9,,106.68,3503.0,False,0,2025-02-13 20:48:50
c06c7e,CGPCF   ,Canada,1739497719.0,1739497720,-121.7076,49.4108,4434.84,False,149.72,269.21,-3.58,,4152.9,,False,0,2025-02-13 20:48:50
c06c7d,12345678,Canada,1739497723.0,1739497724,-123.4137,48.813,2103.12,False,132.95,227.98,-14.63,,1889.76,712.0,False,0,2025-02-13 20:48:50
a57f04,UAL2248 ,United States,1739497724.0,1739497724,-91.8865,34.9081,11262.36,False,268.2,46.63,0.0,,11498.58,2744.0,False,0,2025-02-13 20:48:50
7c77fe,QFA643  ,Australia,1739497724.0,1739497724,118.1562,-32.5891,9745.98,False,211.71,297.81,0.0,,10226.04,7224.0,False,0,2025-02-13 20:48:50
7c77fc,QFA621  ,Australia,1739497724.0,1739497724,153.1789,-27.5593,3284.22,False,160.9,204.76,5.85,,3421.38,1025.0,False,0,2025-02-13 20:48:50
8a08de,SJV607  ,Indonesia,1739497723.0,1739497723,112.7978,-4.0582,9753.6,False,259.93,246.68,0.0,,10424.16,,False,0,2025-02-13 20:48:50
c010e4,ACA425  ,Canada,1739497724.0,1739497724,-79.1294,43.8717,1859.28,False,101.39,271.74,-3.25,,1783.08,634.0,False,0,2025-02-13 20:48:50
a967eb,JBU165  ,United States,1739497724.0,1739497724,-80.6553,34.6492,10363.2,False,189.18,200.7,0.0,,10713.72,3651.0,False,0,2025-02-13 20:48:50
a33339,EDV5282 ,United States,1739497705.0,1739497714,-84.4413,33.6366,,True,9.26,87.19,,,,143.0,False,0,2025-02-13 20:48:50
a1ec57,MXY8310 ,United States,1739497603.0,1739497722,-88.9544,33.0196,9144.0,False,204.93,302.49,-0.33,,9456.42,5564.0,False,0,2025-02-13 20:48:50
a86a66,QXE2007 ,United States,1739497591.0,1739497591,-123.2171,44.124,,True,12.35,180.0,,,,4623.0,False,0,2025-02-13 20:48:50
152039,AFL212  ,Russian Federation,1739497600.0,1739497601,113.569,22.1017,6583.68,False,186.07,186.99,-7.48,,6957.06,,False,0,2025-02-13 20:48:50
8a08e8,BTK7633 ,Indonesia,1739497724.0,1739497724,103.7782,2.4676,10363.2,False,240.96,346.79,-0.33,,11049.0,7123.0,False,0,2025-02-13 20:48:50
780d9c,CES570  ,China,1739497724.0,1739497724,90.239,54.2217,10058.4,False,270.28,124.69,-0.33,,9395.46,,False,0,2025-02-13 20:48:50
4bce06,SXS899  ,Turkey,1739497724.0,1739497724,48.1962,29.6021,11582.4,False,214.78,330.12,-0.33,,11871.96,,False,0,2025-02-13 20:48:50
c81ddb,ZKMNT   ,New Zealand,1739497496.0,1739497496,173.9195,-41.5463,7.62,False,36.54,35.26,-4.88,,83.82,,False,0,2025-02-13 20:48:50
8462ee,JAL2823 ,Japan,1739497723.0,1739497724,140.978,42.2088,5486.4,False,157.09,194.22,0.0,,5105.4,,False,0,2025-02-13 20:48:50
a59922,N46VE   ,United States,1739497724.0,1739497724,-81.2591,26.1843,3665.22,False,166.58,126.59,-10.08,,3909.06,1362.0,False,0,2025-02-13 20:48:50
89408c,GFA005  ,Bahrain,1739497724.0,1739497724,38.1757,40.3112,11582.4,False,240.02,304.61,-0.33,,11361.42,3262.0,False,0,2025-02-13 20:48:50
89408d,GFA152  ,Bahrain,1739497724.0,1739497724,88.7595,19.1495,12489.18,False,272.76,111.0,0.0,,13129.26,4467.0,False,0,2025-02-13 20:48:50
ab04bb,EJA809  ,United States,1739497723.0,1739497723,-80.7857,26.5892,2240.28,False,96.79,31.75,-5.2,,2400.3,5731.0,False,0,2025-02-13 20:48:50
4b8533,PGT583  ,Turkey,1739497723.0,1739497723,30.9348,33.5073,11582.4,False,230.07,358.21,0.0,,11605.26,6117.0,False,0,2025-02-13 20:48:50
a60919,N4883G  ,United States,1739497724.0,1739497724,-90.965,30.2103,518.16,False,36.01,323.13,3.9,,594.36,,False,0,2025-02-13 20:48:50
ad3da8,SCA52   ,United States,1739497724.0,1739497724,-111.92,32.9995,1120.14,False,45.41,175.45,0.0,,1135.38,1200.0,False,0,2025-02-13 20:48:50
c811b9,ZKJGP   ,New Zealand,1739497724.0,1739497724,175.1857,-37.738,182.88,False,32.82,279.02,-2.28,,251.46,,False,0,2025-02-13 20:48:50
c81deb,RAAM    ,New Zealand,1739497502.0,1739497542,173.7979,-41.521,297.18,False,46.95,85.6,-1.95,,373.38,,False,0,2025-02-13 20:48:50
152048,SVR106  ,Russian Federation,1739497723.0,1739497724,89.406,56.6429,10370.82,False,199.58,298.48,0.33,,9601.2,,False,0,2025-02-13 20:48:50
780171,CPA504  ,China,1739497722.0,1739497722,114.8423,21.9243,6111.24,False,237.82,104.28,10.73,,6240.78,,False,0,2025-02-13 20:48:50
a4794e,DAL3136 ,United States,1739497723.0,1739497723,-84.4354,33.6418,,True,0.0,270.0,,,,,False,0,2025-02-13 20:48:50
a7a133,CSI591  ,United States,,1739497723,,,,False,89.51,154.47,4.88,,,,False,0,2025-02-13 20:48:50
c04049,ACA693  ,Canada,1739497707.0,1739497720,-79.6149,43.6745,99.06,True,7.72,317.81,,,,7276.0,False,0,2025-02-13 20:48:50
a3e911,FFT2779 ,United States,1739497724.0,1739497724,-84.8171,35.185,10325.1,False,235.78,348.42,5.85,,10576.56,4170.0,False,0,2025-02-13 20:48:50
040190,ETH714  ,Ethiopia,1739497724.0,1739497724,24.7869,39.8501,11582.4,False,239.28,333.99,-0.33,,11475.72,6454.0,False,0,2025-02-13 20:48:50
89906e,UIA8802 ,Taiwan,1739497441.0,1739497450,121.5501,25.0648,,True,0.0,177.19,,,,2171.0,False,0,2025-02-13 20:48:50
89906d,EVA851  ,Taiwan,1739497516.0,1739497528,114.0454,21.9681,1539.24,False,137.46,298.87,-2.93,,1630.68,,False,0,2025-02-13 20:48:50
ac52ee,ASH10   ,United States,1739497724.0,1739497724,-106.2304,31.8947,1981.2,False,101.99,272.89,-4.23,,2049.78,5156.0,False,0,2025-02-13 20:48:50
a0cfbd,AAL1155 ,United States,1739497717.0,1739497723,-112.0015,33.4371,,True,0.0,267.19,,,,721.0,False,0,2025-02-13 20:48:50
aceb61,SWA2370 ,United States,1739497723.0,1739497723,-118.9646,34.4312,2910.84,False,156.48,136.6,-9.75,,2895.6,6311.0,False,0,2025-02-13 20:48:50
c0669e,WJA714  ,Canada,1739497723.0,1739497723,-79.6147,43.6722,,True,0.0,42.19,,,,2431.0,False,0,2025-02-13 20:48:50
a79158,EJA587  ,United States,1739497723.0,1739497724,-97.1187,33.2949,1676.4,False,134.88,118.23,-0.65,,1760.22,4167.0,False,0,2025-02-13 20:48:50
a12c18,DAL317  ,United States,1739497723.0,1739497723,-73.6383,40.3899,579.12,False,111.85,37.71,0.33,,563.88,2121.0,False,0,2025-02-13 20:48:50
899085,EVA233  ,Taiwan,1739497705.0,1739497710,121.1175,22.1226,11582.4,False,226.07,196.66,0.0,,12321.54,2656.0,False,0,2025-02-13 20:48:50
899081,EVA068  ,Taiwan,1739497724.0,1739497724,44.2435,41.4688,10058.4,False,261.93,99.61,0.0,,9814.56,2275.0,False,0,2025-02-13 20:48:50
ac4bfe,SWA4224 ,United States,1739497724.0,1739497724,-84.721,33.7183,12192.0,False,238.01,348.28,0.0,,12557.76,5630.0,False,0,2025-02-13 20:48:50
ac058a,DAL1432 ,United States,1739497718.0,1739497721,-112.0124,33.4329,,True,3.86,98.44,,,,,False,0,2025-02-13 20:48:50
ade8ff,DAL3084 ,United States,1739497724.0,1739497724,-85.2319,33.4149,5882.64,False,182.32,249.52,7.8,,6111.24,1225.0,False,0,2025-02-13 20:48:50
a01f73,RPA4407 ,United States,1739497433.0,1739497433,-87.9049,41.9727,,True,4.37,0.0,,,,,False,0,2025-02-13 20:48:50
ade8fa,AAL2206 ,United States,1739497719.0,1739497719,-87.4954,28.2259,10050.78,False,264.85,108.22,0.33,,10561.32,7035.0,False,0,2025-02-13 20:48:50
89907c,EVA707  ,Taiwan,1739497721.0,1739497721,115.3633,22.848,8130.54,False,183.22,263.71,-8.45,,8587.74,,True,0,2025-02-13 20:48:50
89907e,EVA237  ,Taiwan,1739497723.0,1739497724,121.6072,23.7308,9357.36,False,231.5,196.26,6.18,,9951.72,2612.0,False,0,2025-02-13 20:48:50
4d0107,CLX2Q   ,Luxembourg,1739497723.0,1739497723,47.1539,31.2273,11277.6,False,266.39,142.53,0.0,,11452.86,,False,0,2025-02-13 20:48:50
